Num_acc,Date,Conditions Lumineuses,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Type Collision,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Gravité
2136,2022-01-25 06:46:06,Nuit,Normal,Sec,80.0,80.0,Frontale,2.0,,1.0
2139,2022-01-15 09:04:01,Jour,Normal,Sec,Route Départementale,80.0,Autre,,1.0,0.0
2140,2022-01-05 12:10:21,Jour,Normal,Sec,Voie Communale,40.0,Autre,,2.0,1.0
2141,2022-01-06 14:08:36,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,,3.0,
2142,2022-01-26 16:06:00,Jour,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,6.0,0.0
2143,2022-01-05 02:06:04,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,4.0,0.0
2144,2022-01-25 17:49:27,Jour,Normal,Sec,Voie Communale,30.0,,2.0,,0.0
2146,2022-01-21 08:52:11,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,2.0,0.0
2148,2022-01-26 02:43:18,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,2.0,0.0
2149,2022-01-13 13:19:20,Jour,Normal,Sec,Autoroute,130.0,Frontale,,4.0,
2150,2022-01-06 17:20:27,Jour,Normal,Sec,Route Départementale,75.0,,2.0,,
2152,2022-01-27 22:38:23,Nuit,Normal,Sec,70.0,70.0,,,,1.0
2154,2022-01-27 09:21:12,Jour,Normal,Sec,Voie Communale,40.0,Autre,3.0,3.0,0.0
2157,2022-01-28 20:36:27,Nuit,Normal,Sec,50.0,50.0,,2.0,,0.0
2158,2022-01-14 17:26:48,Nuit,Normal,Sec,80.0,80.0,,,,
2159,2022-01-05 04:20:13,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,0.0
2160,2022-01-23 01:38:53,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,,0.0
2161,2022-01-21 16:26:27,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,,0.0
2162,2022-01-27 19:41:52,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,5.0,1.0
2163,2022-01-13 02:54:00,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,2.0,1.0
2167,2022-01-14 03:16:20,Nuit,Normal,Sec,50.0,50.0,Par le coté,,,
2169,2022-01-20 07:43:43,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,
2170,2022-01-15 15:57:23,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,4.0,0.0
2171,2022-01-22 13:45:53,Jour,Normal,Sec,Voie Communale,40.0,,2.0,,0.0
2172,2022-01-11 22:18:53,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,4.0,1.0
2173,2022-01-11 12:22:19,Jour,Normal,Sec,80.0,80.0,Par l'arrière,2.0,,
2174,2022-01-23 17:03:58,Jour,Normal,Sec,Route Départementale,75.0,Frontale,2.0,,0.0
2176,2022-01-11 14:01:34,Jour,Normal,Sec,Route Départementale,80.0,,2.0,,0.0
2177,2022-01-06 07:24:17,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,2.0,1.0
2179,2022-01-05 18:40:19,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,7.0,1.0
2182,2022-01-22 20:41:19,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,2.0,
2183,2022-01-13 00:57:11,Nuit,Normal,Sec,Route Départementale,80.0,,3.0,,1.0
2184,2022-01-15 14:44:28,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,2.0,1.0
2185,2022-01-24 17:22:12,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,0.0
2186,2022-01-05 12:41:04,Jour,Normal,Sec,Voie Communale,30.0,,,,1.0
2187,2022-01-24 14:40:40,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,2.0,
2189,2022-01-05 16:56:54,Jour,Normal,Sec,50.0,50.0,,,5.0,1.0
2192,2022-01-20 18:37:05,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,,0.0
2198,2022-01-13 00:58:53,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,1.0
2199,2022-01-01 16:10:52,Jour,Normal,Sec,80.0,80.0,,2.0,,
2201,2022-01-01 05:25:10,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,2.0,0.0
2203,2022-01-06 18:00:01,Nuit,Normal,Sec,90.0,90.0,Autre,,2.0,0.0
2206,2022-01-10 05:13:21,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,2.0,1.0
2208,2022-01-26 12:50:19,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,4.0,
2210,2022-01-20 16:27:26,Jour,Normal,Sec,Route Départementale,70.0,Autre,,,0.0
2212,2022-01-29 13:45:03,Jour,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,0.0
2214,2022-01-17 06:28:13,Nuit,Normal,Sec,90.0,90.0,Autre,1.0,1.0,0.0
2215,2022-01-28 18:14:45,Nuit,Normal,Sec,Autoroute,130.0,Autre,,,0.0
2216,2022-01-02 15:34:07,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
2217,2022-01-28 12:31:39,Jour,Normal,Sec,Route Nationale,100.0,Frontale,2.0,3.0,0.0
2219,2022-01-06 08:01:48,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,1.0
2220,2022-01-17 15:05:51,Jour,Normal,Sec,Voie Communale,40.0,,2.0,2.0,0.0
2221,2022-01-28 04:37:39,Nuit,Normal,Sec,Route Départementale,75.0,Frontale,2.0,4.0,0.0
2223,2022-01-05 14:18:23,Jour,Normal,Sec,Route Départementale,80.0,,,2.0,0.0
2224,2022-01-21 09:43:53,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,
2225,2022-01-24 22:27:01,Nuit,Normal,Sec,Voie Communale,40.0,,,1.0,
2226,2022-01-11 23:16:43,Nuit,Normal,Sec,Route Départementale,80.0,,1.0,,1.0
2227,2022-01-25 06:07:21,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,,0.0
2229,2022-01-23 16:44:17,Jour,Normal,Sec,Voie Communale,30.0,,,2.0,0.0
2230,2022-01-13 15:58:24,Jour,Normal,Sec,70.0,70.0,,3.0,5.0,1.0
2231,2022-01-18 01:19:41,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,2.0,1.0
2232,2022-01-23 20:47:00,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,5.0,1.0
2233,2022-01-11 11:41:45,Jour,Normal,Sec,70.0,70.0,Frontale,2.0,2.0,0.0
2235,2022-01-11 18:49:44,Nuit,Normal,Sec,50.0,50.0,Autre,,6.0,0.0
2236,2022-01-30 14:12:33,Jour,Normal,Sec,Voie Communale,40.0,,2.0,3.0,0.0
2237,2022-01-26 03:26:49,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,3.0,
2239,2022-01-27 08:50:13,Jour,Normal,Sec,Route Départementale,70.0,Frontale,,3.0,0.0
2242,2022-01-01 22:13:57,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,2.0,
2243,2022-01-28 19:21:00,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,3.0,
2244,2022-01-15 23:28:31,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,,0.0
2246,2022-01-05 08:12:43,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,,0.0
2247,2022-01-14 19:55:14,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,2.0,
2248,2022-01-21 09:50:01,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,2.0,0.0
2250,2022-01-27 14:37:48,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,3.0,1.0
2254,2022-01-16 13:46:43,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,0.0
2256,2022-01-16 17:43:41,Nuit,Normal,Sec,Autoroute,130.0,,,,0.0
2258,2022-01-18 09:57:42,Jour,Normal,Sec,70.0,70.0,Par l'arrière,2.0,2.0,
2262,2022-01-20 12:09:56,Jour,Normal,Sec,50.0,50.0,Frontale,2.0,,0.0
2264,2022-01-06 18:45:38,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,,1.0
2265,2022-01-18 10:22:53,Jour,Normal,Sec,Voie Communale,30.0,Autre,,5.0,
2266,2022-01-26 21:59:37,Nuit,Normal,Sec,Route Nationale,90.0,Par le coté,,5.0,0.0
2268,2022-01-05 12:41:29,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,,0.0
2269,2022-01-24 16:13:18,Jour,Normal,Sec,50.0,50.0,Autre,,1.0,0.0
2270,2022-01-05 20:45:52,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,5.0,0.0
2271,2022-01-27 01:36:19,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,4.0,
2273,2022-01-20 13:06:11,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
2275,2022-01-26 23:04:32,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,,2.0,0.0
2276,2022-01-22 22:07:44,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,0.0
2277,2022-01-17 02:24:52,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,4.0,
2279,2022-01-25 14:53:50,Jour,Normal,Sec,Route Nationale,110.0,,2.0,,
2281,2022-01-10 19:08:34,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,0.0
2282,2022-01-27 17:39:12,Jour,Normal,Sec,Voie Communale,40.0,Autre,3.0,,1.0
2283,2022-01-24 11:44:47,Jour,Normal,Sec,Voie Communale,40.0,,2.0,3.0,0.0
2285,2022-01-01 15:39:56,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,5.0,0.0
2286,2022-01-24 20:41:50,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,1.0
2287,2022-01-14 15:34:49,Jour,Normal,Sec,Autoroute,130.0,,,,
2288,2022-01-28 16:39:34,Jour,Normal,Sec,Voie Communale,50.0,Par l'arrière,,4.0,0.0
2289,2022-01-24 20:58:10,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,,,0.0
2290,2022-01-06 17:45:15,Jour,Normal,Sec,80.0,80.0,,2.0,2.0,
2291,2022-01-21 17:21:39,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,
2294,2022-01-13 20:34:38,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,,1.0
2295,2022-01-05 10:17:17,Jour,Normal,Sec,Route Départementale,75.0,,2.0,,
2296,2022-01-16 07:58:54,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,1.0
2299,2022-01-24 14:59:22,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,1.0
2301,2022-01-29 14:59:46,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,0.0
2304,2022-01-05 22:34:50,Nuit,Normal,Sec,80.0,80.0,Autre,,2.0,1.0
2308,2022-01-27 01:46:17,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,5.0,0.0
2312,2022-01-23 08:27:48,Nuit,Normal,Sec,Route Départementale,70.0,Autre,,3.0,0.0
2313,2022-01-17 02:56:03,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,8.0,
2314,2022-01-12 12:53:00,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,7.0,0.0
2315,2022-01-23 12:14:14,Jour,Normal,Sec,70.0,70.0,,2.0,4.0,1.0
2316,2022-01-06 23:37:00,Nuit,Normal,Sec,Autoroute,130.0,,4.0,11.0,
2317,2022-01-27 04:43:29,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,6.0,0.0
2318,2022-01-15 16:35:27,Jour,Normal,Sec,Route Départementale,70.0,Par l'arrière,,,
2319,2022-01-20 12:40:31,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,6.0,0.0
2320,2022-01-23 12:29:51,Jour,Normal,Sec,70.0,70.0,Autre,1.0,1.0,
2324,2022-01-26 14:43:08,Jour,Normal,Sec,Route Nationale,110.0,,2.0,,
2325,2022-01-01 09:22:54,Jour,Normal,Sec,Voie Communale,30.0,Par l'arrière,,,
2326,2022-01-20 23:06:31,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,2.0,
2327,2022-01-24 01:52:16,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,1.0
2329,2022-01-01 12:05:49,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,,0.0
2330,2022-01-29 18:00:18,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,,0.0
2331,2022-01-27 13:53:04,Jour,Normal,Sec,Route Départementale,70.0,Frontale,2.0,3.0,1.0
2332,2022-01-16 20:27:04,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,2.0,
2333,2022-01-16 17:45:13,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,,
2337,2022-01-13 06:19:00,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,,
2338,2022-01-31 17:44:52,Nuit,Normal,Sec,Route Départementale,75.0,,,4.0,0.0
2339,2022-01-01 17:46:35,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,,0.0
2340,2022-01-17 20:37:14,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,0.0
2341,2022-01-06 09:11:50,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,,1.0
2343,2022-01-13 16:54:59,Jour,Normal,Sec,Voie Communale,30.0,,,6.0,0.0
2344,2022-01-26 02:21:56,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
2353,2022-01-29 12:55:40,Jour,Normal,Sec,Voie Communale,40.0,Autre,,5.0,
2354,2022-01-31 11:37:25,Jour,Normal,Sec,Route Départementale,80.0,,,,0.0
2355,2022-01-02 11:19:08,Jour,Normal,Sec,Voie Communale,40.0,,,3.0,0.0
2358,2022-01-27 01:50:42,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,6.0,
2361,2022-01-11 11:56:25,Jour,Normal,Sec,Route Départementale,75.0,Autre,,3.0,
2364,2022-01-26 03:41:39,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,4.0,
2365,2022-01-25 17:27:18,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,1.0
2366,2022-01-26 14:10:30,Jour,Normal,Sec,Voie Communale,40.0,,2.0,9.0,0.0
2369,2022-01-18 20:51:04,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,3.0,1.0
2371,2022-01-16 23:03:57,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,,
2372,2022-01-17 16:03:20,Jour,Normal,Sec,50.0,50.0,,,1.0,0.0
2373,2022-01-26 20:00:34,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,,
2375,2022-01-18 11:33:11,Jour,Normal,Sec,Voie Communale,30.0,Autre,,1.0,0.0
2379,2022-01-05 00:30:36,Nuit,Normal,Sec,Route Départementale,70.0,Frontale,,6.0,0.0
2380,2022-01-29 15:33:11,Jour,Normal,Sec,50.0,50.0,,2.0,,0.0
2382,2022-01-29 11:55:16,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,3.0,
2384,2022-01-23 21:31:02,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,1.0,0.0
2385,2022-01-21 14:34:10,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
2386,2022-01-14 04:16:08,Nuit,Normal,Sec,Voie Communale,50.0,,2.0,2.0,0.0
2388,2022-01-22 03:17:10,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,2.0,
2389,2022-01-16 19:22:20,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,7.0,1.0
2391,2022-01-11 05:22:28,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,
2392,2022-01-06 10:52:02,Jour,Normal,Sec,Route Départementale,70.0,Autre,3.0,,0.0
2393,2022-01-24 00:50:10,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,1.0
2395,2022-01-18 19:57:06,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,2.0,0.0
2399,2022-01-23 18:37:01,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,4.0,0.0
2401,2022-01-18 12:10:06,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,
2402,2022-01-21 13:05:42,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,,2.0,0.0
2410,2022-01-05 11:37:54,Jour,Normal,Sec,70.0,70.0,Frontale,2.0,,0.0
2413,2022-01-12 09:14:16,Jour,Normal,Sec,Route Départementale,80.0,Autre,1.0,3.0,1.0
2414,2022-01-06 22:32:17,Nuit,Normal,Sec,Route Départementale,70.0,Autre,3.0,,0.0
2415,2022-01-02 20:10:18,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,1.0,0.0
2417,2022-01-21 20:44:40,Nuit,Normal,Sec,110.0,110.0,Par le coté,2.0,3.0,0.0
2418,2022-01-20 05:43:56,Nuit,Normal,Sec,50.0,50.0,,1.0,1.0,
2421,2022-01-02 16:00:41,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,5.0,0.0
2422,2022-01-15 12:50:10,Jour,Normal,Sec,70.0,70.0,Par le coté,,5.0,
2423,2022-01-26 14:57:41,Jour,Normal,Sec,90.0,90.0,Autre,1.0,,1.0
2425,2022-01-17 22:17:14,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,6.0,0.0
2426,2022-01-01 23:06:25,Nuit,Normal,Sec,Route Départementale,75.0,,,3.0,0.0
2427,2022-01-21 14:57:17,Jour,Normal,Sec,80.0,80.0,,,,0.0
2430,2022-01-15 13:38:15,Jour,Normal,Sec,Voie Communale,50.0,Frontale,2.0,4.0,0.0
2431,2022-01-28 10:45:37,Jour,Normal,Sec,Route Départementale,75.0,Autre,,,0.0
2433,2022-01-27 05:43:28,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,3.0,0.0
2434,2022-01-21 14:10:52,Jour,Normal,Sec,Route Départementale,80.0,Autre,1.0,,
2435,2022-01-06 09:01:27,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,
2440,2022-01-25 07:53:12,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,2.0,
2441,2022-01-17 05:42:25,Nuit,Normal,Sec,Voie Communale,50.0,Autre,,1.0,0.0
2442,2022-01-12 09:07:16,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,5.0,
2443,2022-01-13 23:16:08,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,,0.0
2445,2022-01-14 01:26:36,Nuit,Normal,Sec,Route Départementale,80.0,,,5.0,0.0
2447,2022-01-12 07:58:42,Nuit,Normal,Sec,Autoroute,130.0,,,,0.0
2448,2022-01-22 17:30:50,Nuit,Normal,Sec,Route Nationale,90.0,Autre,1.0,1.0,0.0
2450,2022-01-26 14:49:02,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,,
2451,2022-01-01 02:41:05,Nuit,Normal,Sec,Autoroute,130.0,,,3.0,
2452,2022-01-22 15:03:20,Jour,Normal,Sec,Route Départementale,80.0,,2.0,2.0,0.0
2453,2022-01-20 11:59:57,Jour,Normal,Sec,Route Départementale,75.0,Frontale,2.0,5.0,
2456,2022-01-10 06:49:21,Nuit,Normal,Sec,Route Nationale,110.0,Par l'arrière,2.0,6.0,0.0
2457,2022-01-02 17:53:51,Jour,Normal,Sec,Voie Communale,30.0,,3.0,4.0,0.0
2459,2022-01-31 01:02:34,Nuit,Normal,Sec,110.0,110.0,,2.0,8.0,1.0
2460,2022-01-31 09:37:13,Jour,Normal,Sec,Voie Communale,30.0,,,,
2463,2022-01-01 00:30:18,Nuit,Normal,Sec,70.0,70.0,Frontale,2.0,3.0,
2465,2022-01-20 06:27:51,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,5.0,
2466,2022-01-18 04:23:30,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,,
2467,2022-01-12 01:53:18,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,
2469,2022-01-11 14:38:13,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,,
2473,2022-01-15 01:40:57,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,,3.0,0.0
2477,2022-01-25 02:02:52,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,1.0
2478,2022-01-28 00:11:36,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,1.0
2480,2022-01-31 10:55:28,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,0.0
2483,2022-01-28 09:26:07,Jour,Normal,Sec,70.0,70.0,Autre,,2.0,
2484,2022-01-15 03:24:37,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,,0.0
2486,2022-01-13 19:30:28,Nuit,Normal,Sec,Route Départementale,80.0,Frontale,2.0,,1.0
2488,2022-01-16 19:40:00,Nuit,Normal,Sec,80.0,80.0,,2.0,,0.0
2490,2022-01-27 10:27:17,Jour,Normal,Sec,Route Départementale,75.0,,,,0.0
2491,2022-01-25 16:32:00,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,0.0
2492,2022-01-10 08:46:51,Jour,Normal,Sec,Voie Communale,40.0,Frontale,2.0,4.0,1.0
2493,2022-01-10 23:19:45,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,5.0,1.0
2495,2022-01-14 21:50:26,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,5.0,
2496,2022-01-10 21:55:01,Nuit,Normal,Sec,80.0,80.0,Par l'arrière,,,
2499,2022-01-24 10:30:24,Jour,Normal,Sec,Voie Communale,40.0,,3.0,9.0,1.0
2500,2022-01-27 10:02:12,Jour,Normal,Sec,Route Départementale,75.0,Autre,3.0,7.0,0.0
2501,2022-01-11 13:23:11,Jour,Normal,Sec,50.0,50.0,Par l'arrière,2.0,3.0,
2503,2022-01-28 04:38:35,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,,
2504,2022-01-13 18:00:24,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,6.0,1.0
2505,2022-01-29 10:29:21,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,4.0,1.0
2508,2022-01-18 13:52:36,Jour,Normal,Sec,80.0,80.0,Par le coté,,4.0,0.0
2513,2022-01-23 09:17:05,Jour,Normal,Sec,70.0,70.0,Par l'arrière,2.0,2.0,
2517,2022-01-16 23:00:53,Nuit,Normal,Sec,Voie Communale,50.0,,,2.0,0.0
2518,2022-01-01 11:42:12,Jour,Normal,Sec,Route Nationale,90.0,Par le coté,2.0,,0.0
2521,2022-01-30 10:19:19,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,4.0,0.0
2523,2022-01-15 11:17:47,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
2524,2022-01-26 04:06:56,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,1.0,0.0
2526,2022-01-27 07:38:14,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,2.0,0.0
2527,2022-01-05 12:21:17,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,3.0,1.0
2528,2022-01-06 10:08:17,Jour,Normal,Sec,Route Départementale,75.0,,2.0,2.0,
2530,2022-01-10 10:55:08,Jour,Normal,Sec,Voie Communale,40.0,,2.0,,
2532,2022-01-21 00:23:55,Nuit,Normal,Sec,70.0,70.0,,,9.0,1.0
2534,2022-01-06 00:12:58,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,1.0,0.0
2536,2022-01-14 10:58:22,Jour,Normal,Sec,Autoroute,130.0,,1.0,,
2539,2022-01-29 08:59:46,Jour,Normal,Sec,Route Nationale,100.0,Frontale,2.0,,
2540,2022-01-26 08:56:40,Jour,Normal,Sec,50.0,50.0,Autre,1.0,3.0,0.0
2542,2022-01-02 13:20:27,Jour,Normal,Sec,50.0,50.0,Par le coté,,2.0,0.0
2543,2022-01-26 04:21:58,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,2.0,1.0
2546,2022-01-29 03:05:16,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,,2.0,0.0
2548,2022-01-22 04:16:10,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,2.0,0.0
2549,2022-01-16 16:43:39,Jour,Normal,Sec,Route Départementale,80.0,,1.0,2.0,0.0
2550,2022-01-10 12:51:17,Jour,Normal,Sec,70.0,70.0,Autre,,3.0,0.0
2552,2022-01-05 11:58:06,Jour,Normal,Sec,70.0,70.0,,2.0,,1.0
2554,2022-01-15 23:11:38,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,1.0,
2557,2022-01-12 02:39:28,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,4.0,0.0
2560,2022-01-31 01:25:13,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,2.0,0.0
2561,2022-01-06 14:25:39,Jour,Normal,Sec,Voie Communale,40.0,,,5.0,0.0
2565,2022-01-30 02:44:47,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,1.0,0.0
2566,2022-01-23 08:32:16,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,,0.0
2567,2022-01-10 17:08:42,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
2568,2022-01-01 16:33:11,Jour,Normal,Sec,Route Départementale,80.0,Frontale,2.0,5.0,0.0
2570,2022-01-25 19:44:12,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,0.0
2571,2022-01-25 00:30:08,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,,2.0,0.0
2572,2022-01-28 17:28:46,Jour,Normal,Sec,Voie Communale,40.0,Frontale,2.0,3.0,1.0
2573,2022-01-02 08:45:22,Jour,Normal,Sec,Route Départementale,75.0,,1.0,1.0,
2574,2022-01-16 11:55:39,Jour,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,0.0
2575,2022-01-05 21:52:43,Nuit,Normal,Sec,Voie Communale,50.0,Par l'arrière,2.0,2.0,
2577,2022-01-25 11:08:58,Jour,Normal,Sec,Voie Communale,50.0,Frontale,2.0,9.0,
2580,2022-01-31 01:12:40,Nuit,Normal,Sec,Route Départementale,80.0,,3.0,,0.0
2581,2022-01-29 20:10:28,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,4.0,0.0
2584,2022-01-14 09:06:44,Jour,Normal,Sec,Voie Communale,50.0,,2.0,2.0,0.0
2585,2022-01-05 06:43:10,Nuit,Normal,Sec,70.0,70.0,,,2.0,0.0
2586,2022-01-17 12:13:03,Jour,Normal,Sec,Voie Communale,30.0,,,5.0,0.0
2589,2022-01-20 18:09:10,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,,
2592,2022-01-18 23:38:45,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,5.0,0.0
2596,2022-01-02 11:33:51,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,1.0
2597,2022-01-18 01:58:44,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,0.0
2599,2022-01-17 05:00:54,Nuit,Normal,Sec,70.0,70.0,,,1.0,0.0
2600,2022-01-28 13:49:06,Jour,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,3.0,1.0
